t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t
70.0,60.0,60.0,70.0,60.0,40.0,40.0,30.0,60.0,60.0,70.0,70.0,50
60.0,60.0,70.0,60.0,40.0,40.0,30.0,60.0,60.0,70.0,70.0,50.0,70
60.0,70.0,60.0,40.0,40.0,30.0,60.0,60.0,70.0,70.0,50.0,70.0,50
70.0,60.0,40.0,40.0,30.0,60.0,60.0,70.0,70.0,50.0,70.0,50.0,60
60.0,40.0,40.0,30.0,60.0,60.0,70.0,70.0,50.0,70.0,50.0,60.0,60
40.0,40.0,30.0,60.0,60.0,70.0,70.0,50.0,70.0,50.0,60.0,60.0,60
40.0,30.0,60.0,60.0,70.0,70.0,50.0,70.0,50.0,60.0,60.0,60.0,70
30.0,60.0,60.0,70.0,70.0,50.0,70.0,50.0,60.0,60.0,60.0,70.0,40
60.0,60.0,70.0,70.0,50.0,70.0,50.0,60.0,60.0,60.0,70.0,40.0,40
60.0,70.0,70.0,50.0,70.0,50.0,60.0,60.0,60.0,70.0,40.0,40.0,40
70.0,70.0,50.0,70.0,50.0,60.0,60.0,60.0,70.0,40.0,40.0,40.0,50
70.0,50.0,70.0,50.0,60.0,60.0,60.0,70.0,40.0,40.0,40.0,50.0,60
50.0,70.0,50.0,60.0,60.0,60.0,70.0,40.0,40.0,40.0,50.0,60.0,60
70.0,50.0,60.0,60.0,60.0,70.0,40.0,40.0,40.0,50.0,60.0,60.0,60
50.0,60.0,60.0,60.0,70.0,40.0,40.0,40.0,50.0,60.0,60.0,60.0,60
60.0,60.0,60.0,70.0,40.0,40.0,40.0,50.0,60.0,60.0,60.0,60.0,70
60.0,60.0,70.0,40.0,40.0,40.0,50.0,60.0,60.0,60.0,60.0,70.0,50
60.0,70.0,40.0,40.0,40.0,50.0,60.0,60.0,60.0,60.0,70.0,50.0,70
70.0,40.0,40.0,40.0,50.0,60.0,60.0,60.0,60.0,70.0,50.0,70.0,50
40.0,40.0,40.0,50.0,60.0,60.0,60.0,60.0,70.0,50.0,70.0,50.0,70
40.0,40.0,50.0,60.0,60.0,60.0,60.0,70.0,50.0,70.0,50.0,70.0,60
40.0,50.0,60.0,60.0,60.0,60.0,70.0,50.0,70.0,50.0,70.0,60.0,50
50.0,60.0,60.0,60.0,60.0,70.0,50.0,70.0,50.0,70.0,60.0,50.0,60
60.0,60.0,60.0,60.0,70.0,50.0,70.0,50.0,70.0,60.0,50.0,60.0,70
60.0,60.0,60.0,70.0,50.0,70.0,50.0,70.0,60.0,50.0,60.0,70.0,60
60.0,60.0,70.0,50.0,70.0,50.0,70.0,60.0,50.0,60.0,70.0,60.0,60
60.0,70.0,50.0,70.0,50.0,70.0,60.0,50.0,60.0,70.0,60.0,60.0,60
70.0,50.0,70.0,50.0,70.0,60.0,50.0,60.0,70.0,60.0,60.0,60.0,60
50.0,70.0,50.0,70.0,60.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60
70.0,50.0,70.0,60.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50
50.0,70.0,60.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50
70.0,60.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60
60.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,80
50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,80.0,80
60.0,70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,80.0,80.0,30
70.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,80.0,80.0,30.0,80
60.0,60.0,60.0,60.0,60.0,50.0,50.0,60.0,80.0,80.0,30.0,80.0,20
60.0,60.0,60.0,60.0,50.0,50.0,60.0,80.0,80.0,30.0,80.0,20.0,100
60.0,60.0,60.0,50.0,50.0,60.0,80.0,80.0,30.0,80.0,20.0,100.0,50
60.0,60.0,50.0,50.0,60.0,80.0,80.0,30.0,80.0,20.0,100.0,50.0,100
60.0,50.0,50.0,60.0,80.0,80.0,30.0,80.0,20.0,100.0,50.0,100.0,80
50.0,50.0,60.0,80.0,80.0,30.0,80.0,20.0,100.0,50.0,100.0,80.0,60
50.0,60.0,80.0,80.0,30.0,80.0,20.0,100.0,50.0,100.0,80.0,60.0,80
60.0,80.0,80.0,30.0,80.0,20.0,100.0,50.0,100.0,80.0,60.0,80.0,90
80.0,80.0,30.0,80.0,20.0,100.0,50.0,100.0,80.0,60.0,80.0,90.0,70
80.0,30.0,80.0,20.0,100.0,50.0,100.0,80.0,60.0,80.0,90.0,70.0,50
30.0,80.0,20.0,100.0,50.0,100.0,80.0,60.0,80.0,90.0,70.0,50.0,60
80.0,20.0,100.0,50.0,100.0,80.0,60.0,80.0,90.0,70.0,50.0,60.0,120
20.0,100.0,50.0,100.0,80.0,60.0,80.0,90.0,70.0,50.0,60.0,120.0,40
100.0,50.0,100.0,80.0,60.0,80.0,90.0,70.0,50.0,60.0,120.0,40.0,90
50.0,100.0,80.0,60.0,80.0,90.0,70.0,50.0,60.0,120.0,40.0,90.0,50
100.0,80.0,60.0,80.0,90.0,70.0,50.0,60.0,120.0,40.0,90.0,50.0,30
80.0,60.0,80.0,90.0,70.0,50.0,60.0,120.0,40.0,90.0,50.0,30.0,60
60.0,80.0,90.0,70.0,50.0,60.0,120.0,40.0,90.0,50.0,30.0,60.0,40
80.0,90.0,70.0,50.0,60.0,120.0,40.0,90.0,50.0,30.0,60.0,40.0,50
90.0,70.0,50.0,60.0,120.0,40.0,90.0,50.0,30.0,60.0,40.0,50.0,60
70.0,50.0,60.0,120.0,40.0,90.0,50.0,30.0,60.0,40.0,50.0,60.0,50
50.0,60.0,120.0,40.0,90.0,50.0,30.0,60.0,40.0,50.0,60.0,50.0,60
60.0,120.0,40.0,90.0,50.0,30.0,60.0,40.0,50.0,60.0,50.0,60.0,80
120.0,40.0,90.0,50.0,30.0,60.0,40.0,50.0,60.0,50.0,60.0,80.0,100
40.0,90.0,50.0,30.0,60.0,40.0,50.0,60.0,50.0,60.0,80.0,100.0,100
90.0,50.0,30.0,60.0,40.0,50.0,60.0,50.0,60.0,80.0,100.0,100.0,90
50.0,30.0,60.0,40.0,50.0,60.0,50.0,60.0,80.0,100.0,100.0,90.0,100
30.0,60.0,40.0,50.0,60.0,50.0,60.0,80.0,100.0,100.0,90.0,100.0,100
60.0,40.0,50.0,60.0,50.0,60.0,80.0,100.0,100.0,90.0,100.0,100.0,50
40.0,50.0,60.0,50.0,60.0,80.0,100.0,100.0,90.0,100.0,100.0,50.0,50
50.0,60.0,50.0,60.0,80.0,100.0,100.0,90.0,100.0,100.0,50.0,50.0,40
60.0,50.0,60.0,80.0,100.0,100.0,90.0,100.0,100.0,50.0,50.0,40.0,50
50.0,60.0,80.0,100.0,100.0,90.0,100.0,100.0,50.0,50.0,40.0,50.0,60
60.0,80.0,100.0,100.0,90.0,100.0,100.0,50.0,50.0,40.0,50.0,60.0,50
80.0,100.0,100.0,90.0,100.0,100.0,50.0,50.0,40.0,50.0,60.0,50.0,60
100.0,100.0,90.0,100.0,100.0,50.0,50.0,40.0,50.0,60.0,50.0,60.0,60
100.0,90.0,100.0,100.0,50.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60
90.0,100.0,100.0,50.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,60
100.0,100.0,50.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,50
100.0,50.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,50.0,70
50.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,50.0,70.0,90
50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,50.0,70.0,90.0,100
40.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,50.0,70.0,90.0,100.0,100
50.0,60.0,50.0,60.0,60.0,60.0,60.0,50.0,70.0,90.0,100.0,100.0,100
60.0,50.0,60.0,60.0,60.0,60.0,50.0,70.0,90.0,100.0,100.0,100.0,80
50.0,60.0,60.0,60.0,60.0,50.0,70.0,90.0,100.0,100.0,100.0,80.0,70
60.0,60.0,60.0,60.0,50.0,70.0,90.0,100.0,100.0,100.0,80.0,70.0,70
60.0,60.0,60.0,50.0,70.0,90.0,100.0,100.0,100.0,80.0,70.0,70.0,70
60.0,60.0,50.0,70.0,90.0,100.0,100.0,100.0,80.0,70.0,70.0,70.0,80
60.0,50.0,70.0,90.0,100.0,100.0,100.0,80.0,70.0,70.0,70.0,80.0,90
50.0,70.0,90.0,100.0,100.0,100.0,80.0,70.0,70.0,70.0,80.0,90.0,90
70.0,90.0,100.0,100.0,100.0,80.0,70.0,70.0,70.0,80.0,90.0,90.0,90
90.0,100.0,100.0,100.0,80.0,70.0,70.0,70.0,80.0,90.0,90.0,90.0,90
100.0,100.0,100.0,80.0,70.0,70.0,70.0,80.0,90.0,90.0,90.0,90.0,100
100.0,100.0,80.0,70.0,70.0,70.0,80.0,90.0,90.0,90.0,90.0,100.0,90
100.0,80.0,70.0,70.0,70.0,80.0,90.0,90.0,90.0,90.0,100.0,90.0,100
80.0,70.0,70.0,70.0,80.0,90.0,90.0,90.0,90.0,100.0,90.0,100.0,180
70.0,70.0,70.0,80.0,90.0,90.0,90.0,90.0,100.0,90.0,100.0,180.0,100
70.0,70.0,80.0,90.0,90.0,90.0,90.0,100.0,90.0,100.0,180.0,100.0,80
70.0,80.0,90.0,90.0,90.0,90.0,100.0,90.0,100.0,180.0,100.0,80.0,80
80.0,90.0,90.0,90.0,90.0,100.0,90.0,100.0,180.0,100.0,80.0,80.0,60
90.0,90.0,90.0,90.0,100.0,90.0,100.0,180.0,100.0,80.0,80.0,60.0,70
90.0,90.0,90.0,100.0,90.0,100.0,180.0,100.0,80.0,80.0,60.0,70.0,60
90.0,90.0,100.0,90.0,100.0,180.0,100.0,80.0,80.0,60.0,70.0,60.0,80
90.0,100.0,90.0,100.0,180.0,100.0,80.0,80.0,60.0,70.0,60.0,80.0,70
100.0,90.0,100.0,180.0,100.0,80.0,80.0,60.0,70.0,60.0,80.0,70.0,100
90.0,100.0,180.0,100.0,80.0,80.0,60.0,70.0,60.0,80.0,70.0,100.0,90
100.0,180.0,100.0,80.0,80.0,60.0,70.0,60.0,80.0,70.0,100.0,90.0,130
180.0,100.0,80.0,80.0,60.0,70.0,60.0,80.0,70.0,100.0,90.0,130.0,100
100.0,80.0,80.0,60.0,70.0,60.0,80.0,70.0,100.0,90.0,130.0,100.0,100
80.0,80.0,60.0,70.0,60.0,80.0,70.0,100.0,90.0,130.0,100.0,100.0,90
80.0,60.0,70.0,60.0,80.0,70.0,100.0,90.0,130.0,100.0,100.0,90.0,90
60.0,70.0,60.0,80.0,70.0,100.0,90.0,130.0,100.0,100.0,90.0,90.0,60
70.0,60.0,80.0,70.0,100.0,90.0,130.0,100.0,100.0,90.0,90.0,60.0,60
60.0,80.0,70.0,100.0,90.0,130.0,100.0,100.0,90.0,90.0,60.0,60.0,60
80.0,70.0,100.0,90.0,130.0,100.0,100.0,90.0,90.0,60.0,60.0,60.0,60
70.0,100.0,90.0,130.0,100.0,100.0,90.0,90.0,60.0,60.0,60.0,60.0,70
100.0,90.0,130.0,100.0,100.0,90.0,90.0,60.0,60.0,60.0,60.0,70.0,30
90.0,130.0,100.0,100.0,90.0,90.0,60.0,60.0,60.0,60.0,70.0,30.0,40
130.0,100.0,100.0,90.0,90.0,60.0,60.0,60.0,60.0,70.0,30.0,40.0,50
100.0,100.0,90.0,90.0,60.0,60.0,60.0,60.0,70.0,30.0,40.0,50.0,40
100.0,90.0,90.0,60.0,60.0,60.0,60.0,70.0,30.0,40.0,50.0,40.0,50
90.0,90.0,60.0,60.0,60.0,60.0,70.0,30.0,40.0,50.0,40.0,50.0,60
90.0,60.0,60.0,60.0,60.0,70.0,30.0,40.0,50.0,40.0,50.0,60.0,50
60.0,60.0,60.0,60.0,70.0,30.0,40.0,50.0,40.0,50.0,60.0,50.0,60
60.0,60.0,60.0,70.0,30.0,40.0,50.0,40.0,50.0,60.0,50.0,60.0,60
60.0,60.0,70.0,30.0,40.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60
60.0,70.0,30.0,40.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,50
70.0,30.0,40.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,50.0,50
30.0,40.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,50.0,50.0,40
40.0,50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,50.0,50.0,40.0,30
50.0,40.0,50.0,60.0,50.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30
40.0,50.0,60.0,50.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,60
50.0,60.0,50.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,60.0,60
60.0,50.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,60.0,60.0,60
50.0,60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,60.0,60.0,60.0,50
60.0,60.0,60.0,50.0,50.0,40.0,30.0,30.0,60.0,60.0,60.0,50.0,50
60.0,60.0,50.0,50.0,40.0,30.0,30.0,60.0,60.0,60.0,50.0,50.0,60
60.0,50.0,50.0,40.0,30.0,30.0,60.0,60.0,60.0,50.0,50.0,60.0,50
50.0,50.0,40.0,30.0,30.0,60.0,60.0,60.0,50.0,50.0,60.0,50.0,50
50.0,40.0,30.0,30.0,60.0,60.0,60.0,50.0,50.0,60.0,50.0,50.0,60
40.0,30.0,30.0,60.0,60.0,60.0,50.0,50.0,60.0,50.0,50.0,60.0,50
30.0,30.0,60.0,60.0,60.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60
30.0,60.0,60.0,60.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,40
60.0,60.0,60.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,40.0,40
60.0,60.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,40.0,40.0,30
60.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,40.0,40.0,30.0,30
50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,40.0,40.0,30.0,30.0,50
50.0,60.0,50.0,50.0,60.0,50.0,60.0,40.0,40.0,30.0,30.0,50.0,50
60.0,50.0,50.0,60.0,50.0,60.0,40.0,40.0,30.0,30.0,50.0,50.0,60
50.0,50.0,60.0,50.0,60.0,40.0,40.0,30.0,30.0,50.0,50.0,60.0,70
50.0,60.0,50.0,60.0,40.0,40.0,30.0,30.0,50.0,50.0,60.0,70.0,50
60.0,50.0,60.0,40.0,40.0,30.0,30.0,50.0,50.0,60.0,70.0,50.0,50
50.0,60.0,40.0,40.0,30.0,30.0,50.0,50.0,60.0,70.0,50.0,50.0,50
60.0,40.0,40.0,30.0,30.0,50.0,50.0,60.0,70.0,50.0,50.0,50.0,60
40.0,40.0,30.0,30.0,50.0,50.0,60.0,70.0,50.0,50.0,50.0,60.0,50
40.0,30.0,30.0,50.0,50.0,60.0,70.0,50.0,50.0,50.0,60.0,50.0,60
30.0,30.0,50.0,50.0,60.0,70.0,50.0,50.0,50.0,60.0,50.0,60.0,60
30.0,50.0,50.0,60.0,70.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,40
50.0,50.0,60.0,70.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,40.0,40
50.0,60.0,70.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,40.0,40.0,30
60.0,70.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,40.0,40.0,30.0,30
70.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,40.0,40.0,30.0,30.0,60
50.0,50.0,50.0,60.0,50.0,60.0,60.0,40.0,40.0,30.0,30.0,60.0,50
50.0,50.0,60.0,50.0,60.0,60.0,40.0,40.0,30.0,30.0,60.0,50.0,60
50.0,60.0,50.0,60.0,60.0,40.0,40.0,30.0,30.0,60.0,50.0,60.0,50
60.0,50.0,60.0,60.0,40.0,40.0,30.0,30.0,60.0,50.0,60.0,50.0,60
50.0,60.0,60.0,40.0,40.0,30.0,30.0,60.0,50.0,60.0,50.0,60.0,60
60.0,60.0,40.0,40.0,30.0,30.0,60.0,50.0,60.0,50.0,60.0,60.0,50
60.0,40.0,40.0,30.0,30.0,60.0,50.0,60.0,50.0,60.0,60.0,50.0,80
40.0,40.0,30.0,30.0,60.0,50.0,60.0,50.0,60.0,60.0,50.0,80.0,70
40.0,30.0,30.0,60.0,50.0,60.0,50.0,60.0,60.0,50.0,80.0,70.0,50
30.0,30.0,60.0,50.0,60.0,50.0,60.0,60.0,50.0,80.0,70.0,50.0,30
30.0,60.0,50.0,60.0,50.0,60.0,60.0,50.0,80.0,70.0,50.0,30.0,40
60.0,50.0,60.0,50.0,60.0,60.0,50.0,80.0,70.0,50.0,30.0,40.0,40
50.0,60.0,50.0,60.0,60.0,50.0,80.0,70.0,50.0,30.0,40.0,40.0,50
60.0,50.0,60.0,60.0,50.0,80.0,70.0,50.0,30.0,40.0,40.0,50.0,60
50.0,60.0,60.0,50.0,80.0,70.0,50.0,30.0,40.0,40.0,50.0,60.0,50
60.0,60.0,50.0,80.0,70.0,50.0,30.0,40.0,40.0,50.0,60.0,50.0,170
60.0,50.0,80.0,70.0,50.0,30.0,40.0,40.0,50.0,60.0,50.0,170.0,270
50.0,80.0,70.0,50.0,30.0,40.0,40.0,50.0,60.0,50.0,170.0,270.0,70
80.0,70.0,50.0,30.0,40.0,40.0,50.0,60.0,50.0,170.0,270.0,70.0,90
70.0,50.0,30.0,40.0,40.0,50.0,60.0,50.0,170.0,270.0,70.0,90.0,90
50.0,30.0,40.0,40.0,50.0,60.0,50.0,170.0,270.0,70.0,90.0,90.0,260
30.0,40.0,40.0,50.0,60.0,50.0,170.0,270.0,70.0,90.0,90.0,260.0,150
40.0,40.0,50.0,60.0,50.0,170.0,270.0,70.0,90.0,90.0,260.0,150.0,80
40.0,50.0,60.0,50.0,170.0,270.0,70.0,90.0,90.0,260.0,150.0,80.0,60
50.0,60.0,50.0,170.0,270.0,70.0,90.0,90.0,260.0,150.0,80.0,60.0,60
60.0,50.0,170.0,270.0,70.0,90.0,90.0,260.0,150.0,80.0,60.0,60.0,70
50.0,170.0,270.0,70.0,90.0,90.0,260.0,150.0,80.0,60.0,60.0,70.0,50
170.0,270.0,70.0,90.0,90.0,260.0,150.0,80.0,60.0,60.0,70.0,50.0,130
270.0,70.0,90.0,90.0,260.0,150.0,80.0,60.0,60.0,70.0,50.0,130.0,540
70.0,90.0,90.0,260.0,150.0,80.0,60.0,60.0,70.0,50.0,130.0,540.0,510
90.0,90.0,260.0,150.0,80.0,60.0,60.0,70.0,50.0,130.0,540.0,510.0,200
90.0,260.0,150.0,80.0,60.0,60.0,70.0,50.0,130.0,540.0,510.0,200.0,200
260.0,150.0,80.0,60.0,60.0,70.0,50.0,130.0,540.0,510.0,200.0,200.0,180
150.0,80.0,60.0,60.0,70.0,50.0,130.0,540.0,510.0,200.0,200.0,180.0,190
80.0,60.0,60.0,70.0,50.0,130.0,540.0,510.0,200.0,200.0,180.0,190.0,100
60.0,60.0,70.0,50.0,130.0,540.0,510.0,200.0,200.0,180.0,190.0,100.0,240
60.0,70.0,50.0,130.0,540.0,510.0,200.0,200.0,180.0,190.0,100.0,240.0,140
70.0,50.0,130.0,540.0,510.0,200.0,200.0,180.0,190.0,100.0,240.0,140.0,100
50.0,130.0,540.0,510.0,200.0,200.0,180.0,190.0,100.0,240.0,140.0,100.0,90
130.0,540.0,510.0,200.0,200.0,180.0,190.0,100.0,240.0,140.0,100.0,90.0,70
540.0,510.0,200.0,200.0,180.0,190.0,100.0,240.0,140.0,100.0,90.0,70.0,70
510.0,200.0,200.0,180.0,190.0,100.0,240.0,140.0,100.0,90.0,70.0,70.0,60
200.0,200.0,180.0,190.0,100.0,240.0,140.0,100.0,90.0,70.0,70.0,60.0,60
200.0,180.0,190.0,100.0,240.0,140.0,100.0,90.0,70.0,70.0,60.0,60.0,70
180.0,190.0,100.0,240.0,140.0,100.0,90.0,70.0,70.0,60.0,60.0,70.0,50
190.0,100.0,240.0,140.0,100.0,90.0,70.0,70.0,60.0,60.0,70.0,50.0,50
100.0,240.0,140.0,100.0,90.0,70.0,70.0,60.0,60.0,70.0,50.0,50.0,50
240.0,140.0,100.0,90.0,70.0,70.0,60.0,60.0,70.0,50.0,50.0,50.0,40
140.0,100.0,90.0,70.0,70.0,60.0,60.0,70.0,50.0,50.0,50.0,40.0,50
100.0,90.0,70.0,70.0,60.0,60.0,70.0,50.0,50.0,50.0,40.0,50.0,40
90.0,70.0,70.0,60.0,60.0,70.0,50.0,50.0,50.0,40.0,50.0,40.0,20
70.0,70.0,60.0,60.0,70.0,50.0,50.0,50.0,40.0,50.0,40.0,20.0,40
70.0,60.0,60.0,70.0,50.0,50.0,50.0,40.0,50.0,40.0,20.0,40.0,20
60.0,60.0,70.0,50.0,50.0,50.0,40.0,50.0,40.0,20.0,40.0,20.0,40
60.0,70.0,50.0,50.0,50.0,40.0,50.0,40.0,20.0,40.0,20.0,40.0,50
70.0,50.0,50.0,50.0,40.0,50.0,40.0,20.0,40.0,20.0,40.0,50.0,40
50.0,50.0,50.0,40.0,50.0,40.0,20.0,40.0,20.0,40.0,50.0,40.0,50
50.0,50.0,40.0,50.0,40.0,20.0,40.0,20.0,40.0,50.0,40.0,50.0,50
50.0,40.0,50.0,40.0,20.0,40.0,20.0,40.0,50.0,40.0,50.0,50.0,40
40.0,50.0,40.0,20.0,40.0,20.0,40.0,50.0,40.0,50.0,50.0,40.0,50
50.0,40.0,20.0,40.0,20.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,50
40.0,20.0,40.0,20.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,80
20.0,40.0,20.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,80.0,90
40.0,20.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,80.0,90.0,80
20.0,40.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,80.0,90.0,80.0,100
40.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,80.0,90.0,80.0,100.0,100
50.0,40.0,50.0,50.0,40.0,50.0,50.0,80.0,90.0,80.0,100.0,100.0,80
40.0,50.0,50.0,40.0,50.0,50.0,80.0,90.0,80.0,100.0,100.0,80.0,80
50.0,50.0,40.0,50.0,50.0,80.0,90.0,80.0,100.0,100.0,80.0,80.0,70
50.0,40.0,50.0,50.0,80.0,90.0,80.0,100.0,100.0,80.0,80.0,70.0,70
40.0,50.0,50.0,80.0,90.0,80.0,100.0,100.0,80.0,80.0,70.0,70.0,80
50.0,50.0,80.0,90.0,80.0,100.0,100.0,80.0,80.0,70.0,70.0,80.0,90
50.0,80.0,90.0,80.0,100.0,100.0,80.0,80.0,70.0,70.0,80.0,90.0,80
80.0,90.0,80.0,100.0,100.0,80.0,80.0,70.0,70.0,80.0,90.0,80.0,160
90.0,80.0,100.0,100.0,80.0,80.0,70.0,70.0,80.0,90.0,80.0,160.0,440
80.0,100.0,100.0,80.0,80.0,70.0,70.0,80.0,90.0,80.0,160.0,440.0,230
100.0,100.0,80.0,80.0,70.0,70.0,80.0,90.0,80.0,160.0,440.0,230.0,260
100.0,80.0,80.0,70.0,70.0,80.0,90.0,80.0,160.0,440.0,230.0,260.0,180
80.0,80.0,70.0,70.0,80.0,90.0,80.0,160.0,440.0,230.0,260.0,180.0,100
80.0,70.0,70.0,80.0,90.0,80.0,160.0,440.0,230.0,260.0,180.0,100.0,90
70.0,70.0,80.0,90.0,80.0,160.0,440.0,230.0,260.0,180.0,100.0,90.0,90
70.0,80.0,90.0,80.0,160.0,440.0,230.0,260.0,180.0,100.0,90.0,90.0,90
80.0,90.0,80.0,160.0,440.0,230.0,260.0,180.0,100.0,90.0,90.0,90.0,80
90.0,80.0,160.0,440.0,230.0,260.0,180.0,100.0,90.0,90.0,90.0,80.0,70
80.0,160.0,440.0,230.0,260.0,180.0,100.0,90.0,90.0,90.0,80.0,70.0,70
160.0,440.0,230.0,260.0,180.0,100.0,90.0,90.0,90.0,80.0,70.0,70.0,70
440.0,230.0,260.0,180.0,100.0,90.0,90.0,90.0,80.0,70.0,70.0,70.0,100
230.0,260.0,180.0,100.0,90.0,90.0,90.0,80.0,70.0,70.0,70.0,100.0,90
260.0,180.0,100.0,90.0,90.0,90.0,80.0,70.0,70.0,70.0,100.0,90.0,80
180.0,100.0,90.0,90.0,90.0,80.0,70.0,70.0,70.0,100.0,90.0,80.0,80
100.0,90.0,90.0,90.0,80.0,70.0,70.0,70.0,100.0,90.0,80.0,80.0,90
90.0,90.0,90.0,80.0,70.0,70.0,70.0,100.0,90.0,80.0,80.0,90.0,80
90.0,90.0,80.0,70.0,70.0,70.0,100.0,90.0,80.0,80.0,90.0,80.0,90
90.0,80.0,70.0,70.0,70.0,100.0,90.0,80.0,80.0,90.0,80.0,90.0,90
80.0,70.0,70.0,70.0,100.0,90.0,80.0,80.0,90.0,80.0,90.0,90.0,80
70.0,70.0,70.0,100.0,90.0,80.0,80.0,90.0,80.0,90.0,90.0,80.0,80
70.0,70.0,100.0,90.0,80.0,80.0,90.0,80.0,90.0,90.0,80.0,80.0,80
70.0,100.0,90.0,80.0,80.0,90.0,80.0,90.0,90.0,80.0,80.0,80.0,60
100.0,90.0,80.0,80.0,90.0,80.0,90.0,90.0,80.0,80.0,80.0,60.0,40
90.0,80.0,80.0,90.0,80.0,90.0,90.0,80.0,80.0,80.0,60.0,40.0,30
80.0,80.0,90.0,80.0,90.0,90.0,80.0,80.0,80.0,60.0,40.0,30.0,30
80.0,90.0,80.0,90.0,90.0,80.0,80.0,80.0,60.0,40.0,30.0,30.0,60
90.0,80.0,90.0,90.0,80.0,80.0,80.0,60.0,40.0,30.0,30.0,60.0,50
80.0,90.0,90.0,80.0,80.0,80.0,60.0,40.0,30.0,30.0,60.0,50.0,40
90.0,90.0,80.0,80.0,80.0,60.0,40.0,30.0,30.0,60.0,50.0,40.0,50
90.0,80.0,80.0,80.0,60.0,40.0,30.0,30.0,60.0,50.0,40.0,50.0,50
80.0,80.0,80.0,60.0,40.0,30.0,30.0,60.0,50.0,40.0,50.0,50.0,40
80.0,80.0,60.0,40.0,30.0,30.0,60.0,50.0,40.0,50.0,50.0,40.0,50
80.0,60.0,40.0,30.0,30.0,60.0,50.0,40.0,50.0,50.0,40.0,50.0,50
60.0,40.0,30.0,30.0,60.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,60
40.0,30.0,30.0,60.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,60.0,50
30.0,30.0,60.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,60.0,50.0,20
30.0,60.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,60.0,50.0,20.0,30
60.0,50.0,40.0,50.0,50.0,40.0,50.0,50.0,60.0,50.0,20.0,30.0,20
50.0,40.0,50.0,50.0,40.0,50.0,50.0,60.0,50.0,20.0,30.0,20.0,40
40.0,50.0,50.0,40.0,50.0,50.0,60.0,50.0,20.0,30.0,20.0,40.0,50
50.0,50.0,40.0,50.0,50.0,60.0,50.0,20.0,30.0,20.0,40.0,50.0,50
50.0,40.0,50.0,50.0,60.0,50.0,20.0,30.0,20.0,40.0,50.0,50.0,50
40.0,50.0,50.0,60.0,50.0,20.0,30.0,20.0,40.0,50.0,50.0,50.0,50
50.0,50.0,60.0,50.0,20.0,30.0,20.0,40.0,50.0,50.0,50.0,50.0,50
