t-3,t-2,t-1,t
70.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,70
40.0,40.0,70.0,70
40.0,70.0,70.0,360
70.0,70.0,360.0,190
70.0,360.0,190.0,150
360.0,190.0,150.0,120
190.0,150.0,120.0,80
150.0,120.0,80.0,60
120.0,80.0,60.0,180
80.0,60.0,180.0,180
60.0,180.0,180.0,480
180.0,180.0,480.0,530
180.0,480.0,530.0,220
480.0,530.0,220.0,120
530.0,220.0,120.0,110
220.0,120.0,110.0,100
120.0,110.0,100.0,110
110.0,100.0,110.0,100
100.0,110.0,100.0,130
110.0,100.0,130.0,170
100.0,130.0,170.0,560
130.0,170.0,560.0,430
170.0,560.0,430.0,360
560.0,430.0,360.0,350
430.0,360.0,350.0,330
360.0,350.0,330.0,280
350.0,330.0,280.0,220
330.0,280.0,220.0,150
280.0,220.0,150.0,120
220.0,150.0,120.0,120
150.0,120.0,120.0,140
120.0,120.0,140.0,120
120.0,140.0,120.0,130
140.0,120.0,130.0,130
120.0,130.0,130.0,130
130.0,130.0,130.0,130
130.0,130.0,130.0,120
130.0,130.0,120.0,160
130.0,120.0,160.0,240
120.0,160.0,240.0,220
160.0,240.0,220.0,200
240.0,220.0,200.0,210
220.0,200.0,210.0,160
200.0,210.0,160.0,110
210.0,160.0,110.0,100
160.0,110.0,100.0,110
110.0,100.0,110.0,110
100.0,110.0,110.0,120
110.0,110.0,120.0,120
110.0,120.0,120.0,120
120.0,120.0,120.0,130
120.0,120.0,130.0,140
120.0,130.0,140.0,130
130.0,140.0,130.0,120
140.0,130.0,120.0,120
130.0,120.0,120.0,130
120.0,120.0,130.0,120
120.0,130.0,120.0,120
130.0,120.0,120.0,140
120.0,120.0,140.0,120
120.0,140.0,120.0,270
140.0,120.0,270.0,650
120.0,270.0,650.0,690
270.0,650.0,690.0,340
650.0,690.0,340.0,100
690.0,340.0,100.0,120
340.0,100.0,120.0,140
100.0,120.0,140.0,150
120.0,140.0,150.0,150
140.0,150.0,150.0,160
150.0,150.0,160.0,140
150.0,160.0,140.0,150
160.0,140.0,150.0,150
140.0,150.0,150.0,140
150.0,150.0,140.0,150
150.0,140.0,150.0,130
140.0,150.0,130.0,130
150.0,130.0,130.0,130
130.0,130.0,130.0,130
130.0,130.0,130.0,140
130.0,130.0,140.0,130
130.0,140.0,130.0,130
140.0,130.0,130.0,100
130.0,130.0,100.0,90
130.0,100.0,90.0,80
100.0,90.0,80.0,70
90.0,80.0,70.0,60
80.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,70
70.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,80
70.0,70.0,80.0,60
70.0,80.0,60.0,70
80.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,70
70.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,80
60.0,70.0,80.0,60
70.0,80.0,60.0,80
80.0,60.0,80.0,70
60.0,80.0,70.0,60
80.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,70
50.0,60.0,70.0,60
60.0,70.0,60.0,100
70.0,60.0,100.0,80
60.0,100.0,80.0,100
100.0,80.0,100.0,120
80.0,100.0,120.0,110
100.0,120.0,110.0,90
120.0,110.0,90.0,80
110.0,90.0,80.0,90
90.0,80.0,90.0,80
80.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,90
70.0,80.0,90.0,90
80.0,90.0,90.0,150
90.0,90.0,150.0,150
90.0,150.0,150.0,80
150.0,150.0,80.0,70
150.0,80.0,70.0,110
80.0,70.0,110.0,110
70.0,110.0,110.0,90
110.0,110.0,90.0,80
110.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,140
80.0,70.0,140.0,70
70.0,140.0,70.0,50
140.0,70.0,50.0,70
70.0,50.0,70.0,60
50.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,80
70.0,60.0,80.0,70
60.0,80.0,70.0,60
80.0,70.0,60.0,70
70.0,60.0,70.0,80
60.0,70.0,80.0,120
70.0,80.0,120.0,110
80.0,120.0,110.0,120
120.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,100
110.0,110.0,100.0,110
110.0,100.0,110.0,90
100.0,110.0,90.0,100
110.0,90.0,100.0,110
90.0,100.0,110.0,110
100.0,110.0,110.0,100
110.0,110.0,100.0,80
110.0,100.0,80.0,80
100.0,80.0,80.0,80
80.0,80.0,80.0,80
80.0,80.0,80.0,90
80.0,80.0,90.0,80
80.0,90.0,80.0,70
90.0,80.0,70.0,90
80.0,70.0,90.0,120
70.0,90.0,120.0,360
90.0,120.0,360.0,530
120.0,360.0,530.0,620
360.0,530.0,620.0,230
530.0,620.0,230.0,100
620.0,230.0,100.0,100
230.0,100.0,100.0,120
100.0,100.0,120.0,140
100.0,120.0,140.0,100
120.0,140.0,100.0,110
140.0,100.0,110.0,110
100.0,110.0,110.0,140
110.0,110.0,140.0,130
110.0,140.0,130.0,140
140.0,130.0,140.0,150
130.0,140.0,150.0,230
140.0,150.0,230.0,130
150.0,230.0,130.0,130
230.0,130.0,130.0,120
130.0,130.0,120.0,130
130.0,120.0,130.0,110
120.0,130.0,110.0,130
130.0,110.0,130.0,140
110.0,130.0,140.0,150
130.0,140.0,150.0,120
140.0,150.0,120.0,70
150.0,120.0,70.0,80
120.0,70.0,80.0,80
70.0,80.0,80.0,70
80.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,80
70.0,70.0,80.0,70
70.0,80.0,70.0,60
80.0,70.0,60.0,70
70.0,60.0,70.0,50
60.0,70.0,50.0,30
70.0,50.0,30.0,40
50.0,30.0,40.0,20
30.0,40.0,20.0,60
40.0,20.0,60.0,60
20.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,30
50.0,50.0,30.0,30
50.0,30.0,30.0,40
30.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,30
50.0,40.0,30.0,40
40.0,30.0,40.0,40
30.0,40.0,40.0,60
40.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,70
50.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,410
60.0,60.0,410.0,70
60.0,410.0,70.0,70
410.0,70.0,70.0,60
70.0,70.0,60.0,100
70.0,60.0,100.0,70
60.0,100.0,70.0,70
100.0,70.0,70.0,80
70.0,70.0,80.0,70
70.0,80.0,70.0,60
80.0,70.0,60.0,50
70.0,60.0,50.0,50
60.0,50.0,50.0,300
50.0,50.0,300.0,440
50.0,300.0,440.0,190
300.0,440.0,190.0,100
440.0,190.0,100.0,90
190.0,100.0,90.0,100
100.0,90.0,100.0,100
90.0,100.0,100.0,90
100.0,100.0,90.0,100
100.0,90.0,100.0,110
90.0,100.0,110.0,160
100.0,110.0,160.0,160
110.0,160.0,160.0,110
160.0,160.0,110.0,90
160.0,110.0,90.0,80
110.0,90.0,80.0,60
90.0,80.0,60.0,70
80.0,60.0,70.0,80
60.0,70.0,80.0,120
70.0,80.0,120.0,120
80.0,120.0,120.0,120
120.0,120.0,120.0,110
120.0,120.0,110.0,100
120.0,110.0,100.0,90
110.0,100.0,90.0,100
100.0,90.0,100.0,200
90.0,100.0,200.0,210
100.0,200.0,210.0,110
200.0,210.0,110.0,120
210.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,100
110.0,110.0,100.0,120
110.0,100.0,120.0,110
100.0,120.0,110.0,110
120.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,130
110.0,100.0,130.0,120
100.0,130.0,120.0,110
130.0,120.0,110.0,100
120.0,110.0,100.0,100
110.0,100.0,100.0,380
100.0,100.0,380.0,350
100.0,380.0,350.0,290
380.0,350.0,290.0,390
350.0,290.0,390.0,690
290.0,390.0,690.0,270
390.0,690.0,270.0,750
690.0,270.0,750.0,130
270.0,750.0,130.0,120
750.0,130.0,120.0,120
130.0,120.0,120.0,130
120.0,120.0,130.0,130
120.0,130.0,130.0,130
130.0,130.0,130.0,120
130.0,130.0,120.0,120
130.0,120.0,120.0,130
120.0,120.0,130.0,120
120.0,130.0,120.0,130
130.0,120.0,130.0,130
120.0,130.0,130.0,140
130.0,130.0,140.0,130
130.0,140.0,130.0,140
140.0,130.0,140.0,120
130.0,140.0,120.0,120
140.0,120.0,120.0,140
120.0,120.0,140.0,130
120.0,140.0,130.0,120
140.0,130.0,120.0,90
130.0,120.0,90.0,40
120.0,90.0,40.0,70
90.0,40.0,70.0,60
40.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,90
60.0,70.0,90.0,80
70.0,90.0,80.0,60
90.0,80.0,60.0,60
80.0,60.0,60.0,40
60.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,50
40.0,30.0,50.0,50
30.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,70
50.0,50.0,70.0,50
50.0,70.0,50.0,60
70.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,30
60.0,50.0,30.0,30
50.0,30.0,30.0,20
30.0,30.0,20.0,40
30.0,20.0,40.0,60
20.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,70
50.0,50.0,70.0,90
50.0,70.0,90.0,60
70.0,90.0,60.0,60
90.0,60.0,60.0,70
60.0,60.0,70.0,50
60.0,70.0,50.0,50
70.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,40
40.0,60.0,40.0,40
60.0,40.0,40.0,80
40.0,40.0,80.0,330
40.0,80.0,330.0,260
80.0,330.0,260.0,100
330.0,260.0,100.0,70
260.0,100.0,70.0,70
100.0,70.0,70.0,70
70.0,70.0,70.0,80
70.0,70.0,80.0,80
70.0,80.0,80.0,50
80.0,80.0,50.0,60
80.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,70
50.0,60.0,70.0,650
60.0,70.0,650.0,680
70.0,650.0,680.0,390
650.0,680.0,390.0,310
680.0,390.0,310.0,300
390.0,310.0,300.0,140
310.0,300.0,140.0,280
300.0,140.0,280.0,140
140.0,280.0,140.0,400
280.0,140.0,400.0,190
140.0,400.0,190.0,220
400.0,190.0,220.0,390
190.0,220.0,390.0,190
220.0,390.0,190.0,480
390.0,190.0,480.0,350
190.0,480.0,350.0,340
480.0,350.0,340.0,530
350.0,340.0,530.0,510
340.0,530.0,510.0,230
530.0,510.0,230.0,110
510.0,230.0,110.0,80
230.0,110.0,80.0,80
110.0,80.0,80.0,80
80.0,80.0,80.0,100
80.0,80.0,100.0,110
80.0,100.0,110.0,120
100.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,100
110.0,110.0,100.0,90
110.0,100.0,90.0,70
100.0,90.0,70.0,70
90.0,70.0,70.0,200
70.0,70.0,200.0,280
70.0,200.0,280.0,180
200.0,280.0,180.0,180
280.0,180.0,180.0,90
180.0,180.0,90.0,90
180.0,90.0,90.0,100
90.0,90.0,100.0,100
90.0,100.0,100.0,130
100.0,100.0,130.0,430
100.0,130.0,430.0,110
130.0,430.0,110.0,110
430.0,110.0,110.0,120
110.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,120
110.0,110.0,120.0,90
110.0,120.0,90.0,100
120.0,90.0,100.0,100
90.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,110
100.0,100.0,110.0,100
100.0,110.0,100.0,180
110.0,100.0,180.0,110
100.0,180.0,110.0,90
180.0,110.0,90.0,80
110.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,60
80.0,80.0,60.0,80
80.0,60.0,80.0,70
60.0,80.0,70.0,70
80.0,70.0,70.0,40
70.0,70.0,40.0,50
70.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,100
60.0,60.0,100.0,70
60.0,100.0,70.0,50
100.0,70.0,50.0,50
70.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,30
60.0,50.0,30.0,40
50.0,30.0,40.0,20
30.0,40.0,20.0,50
40.0,20.0,50.0,50
20.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,20
50.0,50.0,20.0,30
50.0,20.0,30.0,20
20.0,30.0,20.0,40
30.0,20.0,40.0,50
20.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,50
50.0,40.0,50.0,90
40.0,50.0,90.0,70
50.0,90.0,70.0,60
90.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,130
70.0,60.0,130.0,340
60.0,130.0,340.0,230
130.0,340.0,230.0,80
340.0,230.0,80.0,40
230.0,80.0,40.0,50
80.0,40.0,50.0,70
40.0,50.0,70.0,70
50.0,70.0,70.0,80
70.0,70.0,80.0,60
70.0,80.0,60.0,50
80.0,60.0,50.0,320
60.0,50.0,320.0,390
50.0,320.0,390.0,300
320.0,390.0,300.0,310
390.0,300.0,310.0,250
300.0,310.0,250.0,250
310.0,250.0,250.0,130
250.0,250.0,130.0,100
250.0,130.0,100.0,100
130.0,100.0,100.0,220
100.0,100.0,220.0,240
100.0,220.0,240.0,150
220.0,240.0,150.0,100
240.0,150.0,100.0,110
150.0,100.0,110.0,100
100.0,110.0,100.0,90
110.0,100.0,90.0,100
100.0,90.0,100.0,90
90.0,100.0,90.0,100
100.0,90.0,100.0,100
90.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,80
100.0,100.0,80.0,80
100.0,80.0,80.0,70
80.0,80.0,70.0,60
80.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,80
70.0,80.0,80.0,100
80.0,80.0,100.0,100
80.0,100.0,100.0,90
100.0,100.0,90.0,100
100.0,90.0,100.0,90
90.0,100.0,90.0,60
100.0,90.0,60.0,90
90.0,60.0,90.0,60
60.0,90.0,60.0,80
90.0,60.0,80.0,90
60.0,80.0,90.0,100
80.0,90.0,100.0,160
90.0,100.0,160.0,410
100.0,160.0,410.0,550
160.0,410.0,550.0,500
410.0,550.0,500.0,550
550.0,500.0,550.0,140
500.0,550.0,140.0,80
550.0,140.0,80.0,90
140.0,80.0,90.0,120
80.0,90.0,120.0,120
90.0,120.0,120.0,90
120.0,120.0,90.0,80
120.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,70
70.0,80.0,70.0,60
80.0,70.0,60.0,80
70.0,60.0,80.0,80
60.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,70
70.0,80.0,70.0,60
80.0,70.0,60.0,30
70.0,60.0,30.0,40
60.0,30.0,40.0,30
30.0,40.0,30.0,40
40.0,30.0,40.0,70
30.0,40.0,70.0,60
40.0,70.0,60.0,70
70.0,60.0,70.0,40
60.0,70.0,40.0,60
70.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,60
60.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,70
50.0,60.0,70.0,40
60.0,70.0,40.0,30
70.0,40.0,30.0,30
40.0,30.0,30.0,40
30.0,30.0,40.0,60
30.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,70
50.0,50.0,70.0,50
50.0,70.0,50.0,40
70.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,60
40.0,30.0,60.0,50
30.0,60.0,50.0,60
60.0,50.0,60.0,140
50.0,60.0,140.0,60
60.0,140.0,60.0,60
140.0,60.0,60.0,60
60.0,60.0,60.0,100
60.0,60.0,100.0,430
60.0,100.0,430.0,90
100.0,430.0,90.0,80
430.0,90.0,80.0,100
90.0,80.0,100.0,110
80.0,100.0,110.0,100
100.0,110.0,100.0,110
110.0,100.0,110.0,100
100.0,110.0,100.0,90
110.0,100.0,90.0,70
100.0,90.0,70.0,40
90.0,70.0,40.0,60
70.0,40.0,60.0,320
40.0,60.0,320.0,400
60.0,320.0,400.0,200
320.0,400.0,200.0,100
400.0,200.0,100.0,120
200.0,100.0,120.0,120
100.0,120.0,120.0,70
120.0,120.0,70.0,100
120.0,70.0,100.0,90
70.0,100.0,90.0,100
100.0,90.0,100.0,120
90.0,100.0,120.0,270
100.0,120.0,270.0,210
120.0,270.0,210.0,240
270.0,210.0,240.0,90
210.0,240.0,90.0,100
240.0,90.0,100.0,100
90.0,100.0,100.0,80
100.0,100.0,80.0,110
100.0,80.0,110.0,100
80.0,110.0,100.0,100
110.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,110
100.0,100.0,110.0,110
100.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,120
110.0,110.0,120.0,110
110.0,120.0,110.0,110
120.0,110.0,110.0,100
110.0,110.0,100.0,80
110.0,100.0,80.0,110
100.0,80.0,110.0,100
80.0,110.0,100.0,110
110.0,100.0,110.0,100
100.0,110.0,100.0,90
110.0,100.0,90.0,160
100.0,90.0,160.0,120
90.0,160.0,120.0,100
160.0,120.0,100.0,90
120.0,100.0,90.0,80
100.0,90.0,80.0,170
90.0,80.0,170.0,320
80.0,170.0,320.0,400
170.0,320.0,400.0,400
320.0,400.0,400.0,340
400.0,400.0,340.0,120
400.0,340.0,120.0,120
340.0,120.0,120.0,120
120.0,120.0,120.0,120
120.0,120.0,120.0,110
120.0,120.0,110.0,120
120.0,110.0,120.0,130
110.0,120.0,130.0,130
120.0,130.0,130.0,290
130.0,130.0,290.0,120
130.0,290.0,120.0,120
290.0,120.0,120.0,110
120.0,120.0,110.0,160
120.0,110.0,160.0,150
110.0,160.0,150.0,130
160.0,150.0,130.0,130
150.0,130.0,130.0,150
130.0,130.0,150.0,110
130.0,150.0,110.0,100
150.0,110.0,100.0,100
110.0,100.0,100.0,70
100.0,100.0,70.0,70
100.0,70.0,70.0,50
70.0,70.0,50.0,50
70.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,50
50.0,30.0,50.0,60
30.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,50
60.0,70.0,50.0,60
70.0,50.0,60.0,60
50.0,60.0,60.0,30
60.0,60.0,30.0,40
60.0,30.0,40.0,40
30.0,40.0,40.0,50
40.0,40.0,50.0,70
40.0,50.0,70.0,60
50.0,70.0,60.0,50
70.0,60.0,50.0,70
60.0,50.0,70.0,50
50.0,70.0,50.0,50
70.0,50.0,50.0,70
50.0,50.0,70.0,50
50.0,70.0,50.0,70
70.0,50.0,70.0,60
50.0,70.0,60.0,50
70.0,60.0,50.0,40
60.0,50.0,40.0,30
50.0,40.0,30.0,40
40.0,30.0,40.0,50
30.0,40.0,50.0,60
40.0,50.0,60.0,70
50.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,70
60.0,50.0,70.0,40
50.0,70.0,40.0,50
70.0,40.0,50.0,30
40.0,50.0,30.0,70
50.0,30.0,70.0,50
30.0,70.0,50.0,40
70.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,80
50.0,50.0,80.0,50
50.0,80.0,50.0,40
80.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,320
40.0,50.0,320.0,310
50.0,320.0,310.0,90
320.0,310.0,90.0,50
310.0,90.0,50.0,70
90.0,50.0,70.0,70
50.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,270
60.0,70.0,270.0,740
70.0,270.0,740.0,590
270.0,740.0,590.0,380
740.0,590.0,380.0,280
590.0,380.0,280.0,240
380.0,280.0,240.0,250
280.0,240.0,250.0,210
240.0,250.0,210.0,80
250.0,210.0,80.0,70
210.0,80.0,70.0,50
80.0,70.0,50.0,60
70.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,530
50.0,50.0,530.0,370
50.0,530.0,370.0,300
530.0,370.0,300.0,290
370.0,300.0,290.0,270
300.0,290.0,270.0,240
290.0,270.0,240.0,220
270.0,240.0,220.0,150
240.0,220.0,150.0,60
220.0,150.0,60.0,310
150.0,60.0,310.0,340
60.0,310.0,340.0,100
310.0,340.0,100.0,60
340.0,100.0,60.0,60
100.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,30
30.0,30.0,30.0,50
30.0,30.0,50.0,40
30.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,60
40.0,40.0,60.0,80
40.0,60.0,80.0,110
60.0,80.0,110.0,110
80.0,110.0,110.0,100
110.0,110.0,100.0,140
110.0,100.0,140.0,310
100.0,140.0,310.0,290
140.0,310.0,290.0,250
310.0,290.0,250.0,310
290.0,250.0,310.0,110
250.0,310.0,110.0,110
310.0,110.0,110.0,370
110.0,110.0,370.0,140
110.0,370.0,140.0,440
370.0,140.0,440.0,150
140.0,440.0,150.0,260
440.0,150.0,260.0,290
150.0,260.0,290.0,110
260.0,290.0,110.0,100
290.0,110.0,100.0,100
110.0,100.0,100.0,90
100.0,100.0,90.0,360
100.0,90.0,360.0,270
90.0,360.0,270.0,70
360.0,270.0,70.0,90
270.0,70.0,90.0,100
70.0,90.0,100.0,100
90.0,100.0,100.0,90
100.0,100.0,90.0,70
100.0,90.0,70.0,70
90.0,70.0,70.0,80
70.0,70.0,80.0,50
70.0,80.0,50.0,60
80.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,30
50.0,50.0,30.0,30
50.0,30.0,30.0,30
30.0,30.0,30.0,20
30.0,30.0,20.0,60
30.0,20.0,60.0,50
20.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,50
40.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,40
40.0,60.0,40.0,40
60.0,40.0,40.0,20
40.0,40.0,20.0,20
40.0,20.0,20.0,40
20.0,20.0,40.0,50
20.0,40.0,50.0,40
40.0,50.0,40.0,60
50.0,40.0,60.0,60
40.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,20
40.0,30.0,20.0,40
30.0,20.0,40.0,40
20.0,40.0,40.0,50
40.0,40.0,50.0,50
