t-6,t-5,t-4,t-3,t-2,t-1,t
110.0,130.0,120.0,110.0,160.0,160.0,150
130.0,120.0,110.0,160.0,160.0,150.0,170
120.0,110.0,160.0,160.0,150.0,170.0,100
110.0,160.0,160.0,150.0,170.0,100.0,130
160.0,160.0,150.0,170.0,100.0,130.0,100
160.0,150.0,170.0,100.0,130.0,100.0,140
150.0,170.0,100.0,130.0,100.0,140.0,120
170.0,100.0,130.0,100.0,140.0,120.0,120
100.0,130.0,100.0,140.0,120.0,120.0,140
130.0,100.0,140.0,120.0,120.0,140.0,120
100.0,140.0,120.0,120.0,140.0,120.0,130
140.0,120.0,120.0,140.0,120.0,130.0,80
120.0,120.0,140.0,120.0,130.0,80.0,70
120.0,140.0,120.0,130.0,80.0,70.0,70
140.0,120.0,130.0,80.0,70.0,70.0,70
120.0,130.0,80.0,70.0,70.0,70.0,100
130.0,80.0,70.0,70.0,70.0,100.0,100
80.0,70.0,70.0,70.0,100.0,100.0,100
70.0,70.0,70.0,100.0,100.0,100.0,70
70.0,70.0,100.0,100.0,100.0,70.0,70
70.0,100.0,100.0,100.0,70.0,70.0,70
100.0,100.0,100.0,70.0,70.0,70.0,70
100.0,100.0,70.0,70.0,70.0,70.0,60
100.0,70.0,70.0,70.0,70.0,60.0,50
70.0,70.0,70.0,70.0,60.0,50.0,30
70.0,70.0,70.0,60.0,50.0,30.0,20
70.0,70.0,60.0,50.0,30.0,20.0,50
70.0,60.0,50.0,30.0,20.0,50.0,40
60.0,50.0,30.0,20.0,50.0,40.0,40
50.0,30.0,20.0,50.0,40.0,40.0,50
30.0,20.0,50.0,40.0,40.0,50.0,40
20.0,50.0,40.0,40.0,50.0,40.0,50
50.0,40.0,40.0,50.0,40.0,50.0,40
40.0,40.0,50.0,40.0,50.0,40.0,50
40.0,50.0,40.0,50.0,40.0,50.0,50
50.0,40.0,50.0,40.0,50.0,50.0,40
40.0,50.0,40.0,50.0,50.0,40.0,50
50.0,40.0,50.0,50.0,40.0,50.0,40
40.0,50.0,50.0,40.0,50.0,40.0,40
50.0,50.0,40.0,50.0,40.0,40.0,50
50.0,40.0,50.0,40.0,40.0,50.0,50
40.0,50.0,40.0,40.0,50.0,50.0,50
50.0,40.0,40.0,50.0,50.0,50.0,50
40.0,40.0,50.0,50.0,50.0,50.0,40
40.0,50.0,50.0,50.0,50.0,40.0,20
50.0,50.0,50.0,50.0,40.0,20.0,20
50.0,50.0,50.0,40.0,20.0,20.0,20
50.0,50.0,40.0,20.0,20.0,20.0,40
50.0,40.0,20.0,20.0,20.0,40.0,50
40.0,20.0,20.0,20.0,40.0,50.0,60
20.0,20.0,20.0,40.0,50.0,60.0,40
20.0,20.0,40.0,50.0,60.0,40.0,50
20.0,40.0,50.0,60.0,40.0,50.0,40
40.0,50.0,60.0,40.0,50.0,40.0,40
50.0,60.0,40.0,50.0,40.0,40.0,50
60.0,40.0,50.0,40.0,40.0,50.0,40
40.0,50.0,40.0,40.0,50.0,40.0,50
50.0,40.0,40.0,50.0,40.0,50.0,50
40.0,40.0,50.0,40.0,50.0,50.0,50
40.0,50.0,40.0,50.0,50.0,50.0,40
50.0,40.0,50.0,50.0,50.0,40.0,40
40.0,50.0,50.0,50.0,40.0,40.0,40
50.0,50.0,50.0,40.0,40.0,40.0,40
50.0,50.0,40.0,40.0,40.0,40.0,50
50.0,40.0,40.0,40.0,40.0,50.0,30
40.0,40.0,40.0,40.0,50.0,30.0,30
40.0,40.0,40.0,50.0,30.0,30.0,30
40.0,40.0,50.0,30.0,30.0,30.0,40
40.0,50.0,30.0,30.0,30.0,40.0,60
50.0,30.0,30.0,30.0,40.0,60.0,50
30.0,30.0,30.0,40.0,60.0,50.0,50
30.0,30.0,40.0,60.0,50.0,50.0,70
30.0,40.0,60.0,50.0,50.0,70.0,60
40.0,60.0,50.0,50.0,70.0,60.0,60
60.0,50.0,50.0,70.0,60.0,60.0,80
50.0,50.0,70.0,60.0,60.0,80.0,60
50.0,70.0,60.0,60.0,80.0,60.0,60
70.0,60.0,60.0,80.0,60.0,60.0,50
60.0,60.0,80.0,60.0,60.0,50.0,50
60.0,80.0,60.0,60.0,50.0,50.0,60
80.0,60.0,60.0,50.0,50.0,60.0,170
60.0,60.0,50.0,50.0,60.0,170.0,350
60.0,50.0,50.0,60.0,170.0,350.0,140
50.0,50.0,60.0,170.0,350.0,140.0,80
50.0,60.0,170.0,350.0,140.0,80.0,50
60.0,170.0,350.0,140.0,80.0,50.0,40
170.0,350.0,140.0,80.0,50.0,40.0,50
350.0,140.0,80.0,50.0,40.0,50.0,60
140.0,80.0,50.0,40.0,50.0,60.0,60
80.0,50.0,40.0,50.0,60.0,60.0,60
50.0,40.0,50.0,60.0,60.0,60.0,80
40.0,50.0,60.0,60.0,60.0,80.0,70
50.0,60.0,60.0,60.0,80.0,70.0,70
60.0,60.0,60.0,80.0,70.0,70.0,90
60.0,60.0,80.0,70.0,70.0,90.0,60
60.0,80.0,70.0,70.0,90.0,60.0,50
80.0,70.0,70.0,90.0,60.0,50.0,470
70.0,70.0,90.0,60.0,50.0,470.0,600
70.0,90.0,60.0,50.0,470.0,600.0,330
90.0,60.0,50.0,470.0,600.0,330.0,260
60.0,50.0,470.0,600.0,330.0,260.0,240
50.0,470.0,600.0,330.0,260.0,240.0,220
470.0,600.0,330.0,260.0,240.0,220.0,260
600.0,330.0,260.0,240.0,220.0,260.0,300
330.0,260.0,240.0,220.0,260.0,300.0,70
260.0,240.0,220.0,260.0,300.0,70.0,60
240.0,220.0,260.0,300.0,70.0,60.0,70
220.0,260.0,300.0,70.0,60.0,70.0,70
260.0,300.0,70.0,60.0,70.0,70.0,110
300.0,70.0,60.0,70.0,70.0,110.0,180
70.0,60.0,70.0,70.0,110.0,180.0,170
60.0,70.0,70.0,110.0,180.0,170.0,50
70.0,70.0,110.0,180.0,170.0,50.0,50
70.0,110.0,180.0,170.0,50.0,50.0,60
110.0,180.0,170.0,50.0,50.0,60.0,60
180.0,170.0,50.0,50.0,60.0,60.0,60
170.0,50.0,50.0,60.0,60.0,60.0,60
50.0,50.0,60.0,60.0,60.0,60.0,70
50.0,60.0,60.0,60.0,60.0,70.0,80
60.0,60.0,60.0,60.0,70.0,80.0,90
60.0,60.0,60.0,70.0,80.0,90.0,90
60.0,60.0,70.0,80.0,90.0,90.0,100
60.0,70.0,80.0,90.0,90.0,100.0,90
70.0,80.0,90.0,90.0,100.0,90.0,100
80.0,90.0,90.0,100.0,90.0,100.0,100
90.0,90.0,100.0,90.0,100.0,100.0,120
90.0,100.0,90.0,100.0,100.0,120.0,120
100.0,90.0,100.0,100.0,120.0,120.0,120
90.0,100.0,100.0,120.0,120.0,120.0,110
100.0,100.0,120.0,120.0,120.0,110.0,100
100.0,120.0,120.0,120.0,110.0,100.0,100
120.0,120.0,120.0,110.0,100.0,100.0,80
120.0,120.0,110.0,100.0,100.0,80.0,110
120.0,110.0,100.0,100.0,80.0,110.0,90
110.0,100.0,100.0,80.0,110.0,90.0,90
100.0,100.0,80.0,110.0,90.0,90.0,350
100.0,80.0,110.0,90.0,90.0,350.0,530
80.0,110.0,90.0,90.0,350.0,530.0,500
110.0,90.0,90.0,350.0,530.0,500.0,100
90.0,90.0,350.0,530.0,500.0,100.0,110
90.0,350.0,530.0,500.0,100.0,110.0,120
350.0,530.0,500.0,100.0,110.0,120.0,370
530.0,500.0,100.0,110.0,120.0,370.0,210
500.0,100.0,110.0,120.0,370.0,210.0,110
100.0,110.0,120.0,370.0,210.0,110.0,100
110.0,120.0,370.0,210.0,110.0,100.0,100
120.0,370.0,210.0,110.0,100.0,100.0,100
370.0,210.0,110.0,100.0,100.0,100.0,100
210.0,110.0,100.0,100.0,100.0,100.0,100
110.0,100.0,100.0,100.0,100.0,100.0,100
100.0,100.0,100.0,100.0,100.0,100.0,110
100.0,100.0,100.0,100.0,100.0,110.0,110
100.0,100.0,100.0,100.0,110.0,110.0,80
100.0,100.0,100.0,110.0,110.0,80.0,230
100.0,100.0,110.0,110.0,80.0,230.0,420
100.0,110.0,110.0,80.0,230.0,420.0,240
110.0,110.0,80.0,230.0,420.0,240.0,70
110.0,80.0,230.0,420.0,240.0,70.0,70
80.0,230.0,420.0,240.0,70.0,70.0,70
230.0,420.0,240.0,70.0,70.0,70.0,60
420.0,240.0,70.0,70.0,70.0,60.0,60
240.0,70.0,70.0,70.0,60.0,60.0,60
70.0,70.0,70.0,60.0,60.0,60.0,50
70.0,70.0,60.0,60.0,60.0,50.0,60
70.0,60.0,60.0,60.0,50.0,60.0,50
60.0,60.0,60.0,50.0,60.0,50.0,50
60.0,60.0,50.0,60.0,50.0,50.0,60
60.0,50.0,60.0,50.0,50.0,60.0,70
50.0,60.0,50.0,50.0,60.0,70.0,60
60.0,50.0,50.0,60.0,70.0,60.0,60
50.0,50.0,60.0,70.0,60.0,60.0,40
50.0,60.0,70.0,60.0,60.0,40.0,20
60.0,70.0,60.0,60.0,40.0,20.0,20
70.0,60.0,60.0,40.0,20.0,20.0,20
60.0,60.0,40.0,20.0,20.0,20.0,30
60.0,40.0,20.0,20.0,20.0,30.0,50
40.0,20.0,20.0,20.0,30.0,50.0,50
20.0,20.0,20.0,30.0,50.0,50.0,50
20.0,20.0,30.0,50.0,50.0,50.0,40
20.0,30.0,50.0,50.0,50.0,40.0,40
30.0,50.0,50.0,50.0,40.0,40.0,40
50.0,50.0,50.0,40.0,40.0,40.0,50
50.0,50.0,40.0,40.0,40.0,50.0,50
50.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,50
40.0,40.0,50.0,50.0,50.0,50.0,50
40.0,50.0,50.0,50.0,50.0,50.0,40
50.0,50.0,50.0,50.0,50.0,40.0,50
50.0,50.0,50.0,50.0,40.0,50.0,40
50.0,50.0,50.0,40.0,50.0,40.0,40
50.0,50.0,40.0,50.0,40.0,40.0,50
50.0,40.0,50.0,40.0,40.0,50.0,40
40.0,50.0,40.0,40.0,50.0,40.0,40
50.0,40.0,40.0,50.0,40.0,40.0,30
40.0,40.0,50.0,40.0,40.0,30.0,20
40.0,50.0,40.0,40.0,30.0,20.0,40
50.0,40.0,40.0,30.0,20.0,40.0,40
40.0,40.0,30.0,20.0,40.0,40.0,40
40.0,30.0,20.0,40.0,40.0,40.0,40
30.0,20.0,40.0,40.0,40.0,40.0,50
20.0,40.0,40.0,40.0,40.0,50.0,50
40.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,50
40.0,40.0,50.0,50.0,50.0,50.0,40
40.0,50.0,50.0,50.0,50.0,40.0,50
50.0,50.0,50.0,50.0,40.0,50.0,40
50.0,50.0,50.0,40.0,50.0,40.0,40
50.0,50.0,40.0,50.0,40.0,40.0,40
50.0,40.0,50.0,40.0,40.0,40.0,50
40.0,50.0,40.0,40.0,40.0,50.0,50
50.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,40
40.0,40.0,50.0,50.0,50.0,40.0,50
40.0,50.0,50.0,50.0,40.0,50.0,30
50.0,50.0,50.0,40.0,50.0,30.0,20
50.0,50.0,40.0,50.0,30.0,20.0,50
50.0,40.0,50.0,30.0,20.0,50.0,20
40.0,50.0,30.0,20.0,50.0,20.0,60
50.0,30.0,20.0,50.0,20.0,60.0,50
30.0,20.0,50.0,20.0,60.0,50.0,60
20.0,50.0,20.0,60.0,50.0,60.0,60
50.0,20.0,60.0,50.0,60.0,60.0,60
20.0,60.0,50.0,60.0,60.0,60.0,50
60.0,50.0,60.0,60.0,60.0,50.0,40
50.0,60.0,60.0,60.0,50.0,40.0,50
60.0,60.0,60.0,50.0,40.0,50.0,40
60.0,60.0,50.0,40.0,50.0,40.0,60
60.0,50.0,40.0,50.0,40.0,60.0,50
50.0,40.0,50.0,40.0,60.0,50.0,50
40.0,50.0,40.0,60.0,50.0,50.0,40
50.0,40.0,60.0,50.0,50.0,40.0,40
40.0,60.0,50.0,50.0,40.0,40.0,50
60.0,50.0,50.0,40.0,40.0,50.0,20
50.0,50.0,40.0,40.0,50.0,20.0,20
50.0,40.0,40.0,50.0,20.0,20.0,40
40.0,40.0,50.0,20.0,20.0,40.0,40
40.0,50.0,20.0,20.0,40.0,40.0,60
50.0,20.0,20.0,40.0,40.0,60.0,70
20.0,20.0,40.0,40.0,60.0,70.0,60
20.0,40.0,40.0,60.0,70.0,60.0,150
40.0,40.0,60.0,70.0,60.0,150.0,70
40.0,60.0,70.0,60.0,150.0,70.0,60
60.0,70.0,60.0,150.0,70.0,60.0,80
70.0,60.0,150.0,70.0,60.0,80.0,70
60.0,150.0,70.0,60.0,80.0,70.0,70
150.0,70.0,60.0,80.0,70.0,70.0,70
70.0,60.0,80.0,70.0,70.0,70.0,60
60.0,80.0,70.0,70.0,70.0,60.0,60
80.0,70.0,70.0,70.0,60.0,60.0,70
70.0,70.0,70.0,60.0,60.0,70.0,40
70.0,70.0,60.0,60.0,70.0,40.0,40
70.0,60.0,60.0,70.0,40.0,40.0,50
60.0,60.0,70.0,40.0,40.0,50.0,50
60.0,70.0,40.0,40.0,50.0,50.0,50
70.0,40.0,40.0,50.0,50.0,50.0,40
40.0,40.0,50.0,50.0,50.0,40.0,30
40.0,50.0,50.0,50.0,40.0,30.0,30
50.0,50.0,50.0,40.0,30.0,30.0,20
50.0,50.0,40.0,30.0,30.0,20.0,30
50.0,40.0,30.0,30.0,20.0,30.0,50
40.0,30.0,30.0,20.0,30.0,50.0,60
30.0,30.0,20.0,30.0,50.0,60.0,60
30.0,20.0,30.0,50.0,60.0,60.0,50
20.0,30.0,50.0,60.0,60.0,50.0,60
30.0,50.0,60.0,60.0,50.0,60.0,50
50.0,60.0,60.0,50.0,60.0,50.0,50
60.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,50
50.0,50.0,50.0,60.0,60.0,50.0,50
50.0,50.0,60.0,60.0,50.0,50.0,80
50.0,60.0,60.0,50.0,50.0,80.0,80
60.0,60.0,50.0,50.0,80.0,80.0,90
60.0,50.0,50.0,80.0,80.0,90.0,90
50.0,50.0,80.0,80.0,90.0,90.0,100
50.0,80.0,80.0,90.0,90.0,100.0,150
80.0,80.0,90.0,90.0,100.0,150.0,540
80.0,90.0,90.0,100.0,150.0,540.0,370
90.0,90.0,100.0,150.0,540.0,370.0,180
90.0,100.0,150.0,540.0,370.0,180.0,150
100.0,150.0,540.0,370.0,180.0,150.0,220
150.0,540.0,370.0,180.0,150.0,220.0,100
540.0,370.0,180.0,150.0,220.0,100.0,100
370.0,180.0,150.0,220.0,100.0,100.0,120
180.0,150.0,220.0,100.0,100.0,120.0,100
150.0,220.0,100.0,100.0,120.0,100.0,90
220.0,100.0,100.0,120.0,100.0,90.0,100
100.0,100.0,120.0,100.0,90.0,100.0,110
100.0,120.0,100.0,90.0,100.0,110.0,100
120.0,100.0,90.0,100.0,110.0,100.0,70
100.0,90.0,100.0,110.0,100.0,70.0,80
90.0,100.0,110.0,100.0,70.0,80.0,80
100.0,110.0,100.0,70.0,80.0,80.0,80
110.0,100.0,70.0,80.0,80.0,80.0,70
100.0,70.0,80.0,80.0,80.0,70.0,80
70.0,80.0,80.0,80.0,70.0,80.0,60
80.0,80.0,80.0,70.0,80.0,60.0,80
80.0,80.0,70.0,80.0,60.0,80.0,70
80.0,70.0,80.0,60.0,80.0,70.0,60
70.0,80.0,60.0,80.0,70.0,60.0,60
80.0,60.0,80.0,70.0,60.0,60.0,50
60.0,80.0,70.0,60.0,60.0,50.0,50
80.0,70.0,60.0,60.0,50.0,50.0,50
70.0,60.0,60.0,50.0,50.0,50.0,30
60.0,60.0,50.0,50.0,50.0,30.0,20
60.0,50.0,50.0,50.0,30.0,20.0,20
50.0,50.0,50.0,30.0,20.0,20.0,30
50.0,50.0,30.0,20.0,20.0,30.0,40
50.0,30.0,20.0,20.0,30.0,40.0,50
30.0,20.0,20.0,30.0,40.0,50.0,60
20.0,20.0,30.0,40.0,50.0,60.0,50
20.0,30.0,40.0,50.0,60.0,50.0,40
30.0,40.0,50.0,60.0,50.0,40.0,50
40.0,50.0,60.0,50.0,40.0,50.0,40
50.0,60.0,50.0,40.0,50.0,40.0,50
60.0,50.0,40.0,50.0,40.0,50.0,40
50.0,40.0,50.0,40.0,50.0,40.0,50
40.0,50.0,40.0,50.0,40.0,50.0,50
50.0,40.0,50.0,40.0,50.0,50.0,50
40.0,50.0,40.0,50.0,50.0,50.0,50
50.0,40.0,50.0,50.0,50.0,50.0,40
40.0,50.0,50.0,50.0,50.0,40.0,40
50.0,50.0,50.0,50.0,40.0,40.0,40
50.0,50.0,50.0,40.0,40.0,40.0,40
50.0,50.0,40.0,40.0,40.0,40.0,50
50.0,40.0,40.0,40.0,40.0,50.0,50
40.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,50
40.0,40.0,50.0,50.0,50.0,50.0,40
40.0,50.0,50.0,50.0,50.0,40.0,50
50.0,50.0,50.0,50.0,40.0,50.0,40
50.0,50.0,50.0,40.0,50.0,40.0,40
50.0,50.0,40.0,50.0,40.0,40.0,50
50.0,40.0,50.0,40.0,40.0,50.0,30
40.0,50.0,40.0,40.0,50.0,30.0,30
50.0,40.0,40.0,50.0,30.0,30.0,30
40.0,40.0,50.0,30.0,30.0,30.0,40
40.0,50.0,30.0,30.0,30.0,40.0,50
50.0,30.0,30.0,30.0,40.0,50.0,40
30.0,30.0,30.0,40.0,50.0,40.0,40
30.0,30.0,40.0,50.0,40.0,40.0,50
30.0,40.0,50.0,40.0,40.0,50.0,40
40.0,50.0,40.0,40.0,50.0,40.0,50
50.0,40.0,40.0,50.0,40.0,50.0,50
40.0,40.0,50.0,40.0,50.0,50.0,50
40.0,50.0,40.0,50.0,50.0,50.0,50
50.0,40.0,50.0,50.0,50.0,50.0,50
40.0,50.0,50.0,50.0,50.0,50.0,40
50.0,50.0,50.0,50.0,50.0,40.0,40
50.0,50.0,50.0,50.0,40.0,40.0,50
50.0,50.0,50.0,40.0,40.0,50.0,40
50.0,50.0,40.0,40.0,50.0,40.0,50
50.0,40.0,40.0,50.0,40.0,50.0,50
40.0,40.0,50.0,40.0,50.0,50.0,60
40.0,50.0,40.0,50.0,50.0,60.0,40
50.0,40.0,50.0,50.0,60.0,40.0,50
40.0,50.0,50.0,60.0,40.0,50.0,40
50.0,50.0,60.0,40.0,50.0,40.0,40
50.0,60.0,40.0,50.0,40.0,40.0,40
60.0,40.0,50.0,40.0,40.0,40.0,40
40.0,50.0,40.0,40.0,40.0,40.0,50
50.0,40.0,40.0,40.0,40.0,50.0,50
40.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,50
40.0,40.0,50.0,50.0,50.0,50.0,60
40.0,50.0,50.0,50.0,50.0,60.0,20
50.0,50.0,50.0,50.0,60.0,20.0,20
50.0,50.0,50.0,60.0,20.0,20.0,30
50.0,50.0,60.0,20.0,20.0,30.0,40
50.0,60.0,20.0,20.0,30.0,40.0,50
60.0,20.0,20.0,30.0,40.0,50.0,60
20.0,20.0,30.0,40.0,50.0,60.0,60
20.0,30.0,40.0,50.0,60.0,60.0,60
30.0,40.0,50.0,60.0,60.0,60.0,60
40.0,50.0,60.0,60.0,60.0,60.0,40
50.0,60.0,60.0,60.0,60.0,40.0,50
60.0,60.0,60.0,60.0,40.0,50.0,40
60.0,60.0,60.0,40.0,50.0,40.0,50
60.0,60.0,40.0,50.0,40.0,50.0,60
60.0,40.0,50.0,40.0,50.0,60.0,60
40.0,50.0,40.0,50.0,60.0,60.0,70
50.0,40.0,50.0,60.0,60.0,70.0,70
40.0,50.0,60.0,60.0,70.0,70.0,70
50.0,60.0,60.0,70.0,70.0,70.0,90
60.0,60.0,70.0,70.0,70.0,90.0,80
60.0,70.0,70.0,70.0,90.0,80.0,80
70.0,70.0,70.0,90.0,80.0,80.0,70
70.0,70.0,90.0,80.0,80.0,70.0,60
70.0,90.0,80.0,80.0,70.0,60.0,70
90.0,80.0,80.0,70.0,60.0,70.0,70
80.0,80.0,70.0,60.0,70.0,70.0,70
80.0,70.0,60.0,70.0,70.0,70.0,50
70.0,60.0,70.0,70.0,70.0,50.0,50
60.0,70.0,70.0,70.0,50.0,50.0,50
70.0,70.0,70.0,50.0,50.0,50.0,50
70.0,70.0,50.0,50.0,50.0,50.0,60
70.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,80
50.0,50.0,50.0,60.0,60.0,80.0,70
50.0,50.0,60.0,60.0,80.0,70.0,70
50.0,60.0,60.0,80.0,70.0,70.0,70
60.0,60.0,80.0,70.0,70.0,70.0,60
60.0,80.0,70.0,70.0,70.0,60.0,190
80.0,70.0,70.0,70.0,60.0,190.0,340
70.0,70.0,70.0,60.0,190.0,340.0,360
70.0,70.0,60.0,190.0,340.0,360.0,140
70.0,60.0,190.0,340.0,360.0,140.0,70
60.0,190.0,340.0,360.0,140.0,70.0,160
190.0,340.0,360.0,140.0,70.0,160.0,420
340.0,360.0,140.0,70.0,160.0,420.0,230
360.0,140.0,70.0,160.0,420.0,230.0,440
140.0,70.0,160.0,420.0,230.0,440.0,240
70.0,160.0,420.0,230.0,440.0,240.0,460
160.0,420.0,230.0,440.0,240.0,460.0,90
420.0,230.0,440.0,240.0,460.0,90.0,240
230.0,440.0,240.0,460.0,90.0,240.0,250
440.0,240.0,460.0,90.0,240.0,250.0,90
240.0,460.0,90.0,240.0,250.0,90.0,80
460.0,90.0,240.0,250.0,90.0,80.0,90
90.0,240.0,250.0,90.0,80.0,90.0,80
240.0,250.0,90.0,80.0,90.0,80.0,370
250.0,90.0,80.0,90.0,80.0,370.0,270
90.0,80.0,90.0,80.0,370.0,270.0,70
80.0,90.0,80.0,370.0,270.0,70.0,90
90.0,80.0,370.0,270.0,70.0,90.0,100
80.0,370.0,270.0,70.0,90.0,100.0,90
370.0,270.0,70.0,90.0,100.0,90.0,110
270.0,70.0,90.0,100.0,90.0,110.0,100
70.0,90.0,100.0,90.0,110.0,100.0,90
90.0,100.0,90.0,110.0,100.0,90.0,90
100.0,90.0,110.0,100.0,90.0,90.0,100
90.0,110.0,100.0,90.0,90.0,100.0,90
110.0,100.0,90.0,90.0,100.0,90.0,100
100.0,90.0,90.0,100.0,90.0,100.0,100
90.0,90.0,100.0,90.0,100.0,100.0,90
90.0,100.0,90.0,100.0,100.0,90.0,90
100.0,90.0,100.0,100.0,90.0,90.0,90
90.0,100.0,100.0,90.0,90.0,90.0,90
100.0,100.0,90.0,90.0,90.0,90.0,110
100.0,90.0,90.0,90.0,90.0,110.0,80
90.0,90.0,90.0,90.0,110.0,80.0,100
90.0,90.0,90.0,110.0,80.0,100.0,90
90.0,90.0,110.0,80.0,100.0,90.0,90
90.0,110.0,80.0,100.0,90.0,90.0,80
110.0,80.0,100.0,90.0,90.0,80.0,70
80.0,100.0,90.0,90.0,80.0,70.0,70
100.0,90.0,90.0,80.0,70.0,70.0,70
90.0,90.0,80.0,70.0,70.0,70.0,70
90.0,80.0,70.0,70.0,70.0,70.0,80
80.0,70.0,70.0,70.0,70.0,80.0,80
70.0,70.0,70.0,70.0,80.0,80.0,80
70.0,70.0,70.0,80.0,80.0,80.0,60
70.0,70.0,80.0,80.0,80.0,60.0,30
70.0,80.0,80.0,80.0,60.0,30.0,20
80.0,80.0,80.0,60.0,30.0,20.0,20
80.0,80.0,60.0,30.0,20.0,20.0,40
80.0,60.0,30.0,20.0,20.0,40.0,50
60.0,30.0,20.0,20.0,40.0,50.0,50
30.0,20.0,20.0,40.0,50.0,50.0,50
20.0,20.0,40.0,50.0,50.0,50.0,50
20.0,40.0,50.0,50.0,50.0,50.0,50
40.0,50.0,50.0,50.0,50.0,50.0,40
50.0,50.0,50.0,50.0,50.0,40.0,40
50.0,50.0,50.0,50.0,40.0,40.0,40
50.0,50.0,50.0,40.0,40.0,40.0,40
50.0,50.0,40.0,40.0,40.0,40.0,40
50.0,40.0,40.0,40.0,40.0,40.0,50
40.0,40.0,40.0,40.0,40.0,50.0,40
40.0,40.0,40.0,40.0,50.0,40.0,50
40.0,40.0,40.0,50.0,40.0,50.0,50
40.0,40.0,50.0,40.0,50.0,50.0,40
40.0,50.0,40.0,50.0,50.0,40.0,40
50.0,40.0,50.0,50.0,40.0,40.0,40
40.0,50.0,50.0,40.0,40.0,40.0,40
50.0,50.0,40.0,40.0,40.0,40.0,40
50.0,40.0,40.0,40.0,40.0,40.0,50
40.0,40.0,40.0,40.0,40.0,50.0,50
40.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,50
40.0,40.0,50.0,50.0,50.0,50.0,40
40.0,50.0,50.0,50.0,50.0,40.0,50
50.0,50.0,50.0,50.0,40.0,50.0,40
50.0,50.0,50.0,40.0,50.0,40.0,40
50.0,50.0,40.0,50.0,40.0,40.0,40
50.0,40.0,50.0,40.0,40.0,40.0,50
40.0,50.0,40.0,40.0,40.0,50.0,50
50.0,40.0,40.0,40.0,50.0,50.0,50
40.0,40.0,40.0,50.0,50.0,50.0,30
40.0,40.0,50.0,50.0,50.0,30.0,30
40.0,50.0,50.0,50.0,30.0,30.0,20
50.0,50.0,50.0,30.0,30.0,20.0,20
50.0,50.0,30.0,30.0,20.0,20.0,40
50.0,30.0,30.0,20.0,20.0,40.0,40
30.0,30.0,20.0,20.0,40.0,40.0,50
30.0,20.0,20.0,40.0,40.0,50.0,50
20.0,20.0,40.0,40.0,50.0,50.0,50
20.0,40.0,40.0,50.0,50.0,50.0,50
40.0,40.0,50.0,50.0,50.0,50.0,40
40.0,50.0,50.0,50.0,50.0,40.0,40
50.0,50.0,50.0,50.0,40.0,40.0,50
50.0,50.0,50.0,40.0,40.0,50.0,40
50.0,50.0,40.0,40.0,50.0,40.0,40
50.0,40.0,40.0,50.0,40.0,40.0,50
40.0,40.0,50.0,40.0,40.0,50.0,40
40.0,50.0,40.0,40.0,50.0,40.0,80
50.0,40.0,40.0,50.0,40.0,80.0,50
40.0,40.0,50.0,40.0,80.0,50.0,40
40.0,50.0,40.0,80.0,50.0,40.0,40
50.0,40.0,80.0,50.0,40.0,40.0,80
40.0,80.0,50.0,40.0,40.0,80.0,60
80.0,50.0,40.0,40.0,80.0,60.0,40
50.0,40.0,40.0,80.0,60.0,40.0,50
40.0,40.0,80.0,60.0,40.0,50.0,50
40.0,80.0,60.0,40.0,50.0,50.0,30
80.0,60.0,40.0,50.0,50.0,30.0,30
60.0,40.0,50.0,50.0,30.0,30.0,20
40.0,50.0,50.0,30.0,30.0,20.0,20
50.0,50.0,30.0,30.0,20.0,20.0,40
50.0,30.0,30.0,20.0,20.0,40.0,40
30.0,30.0,20.0,20.0,40.0,40.0,60
30.0,20.0,20.0,40.0,40.0,60.0,50
20.0,20.0,40.0,40.0,60.0,50.0,60
20.0,40.0,40.0,60.0,50.0,60.0,50
40.0,40.0,60.0,50.0,60.0,50.0,40
40.0,60.0,50.0,60.0,50.0,40.0,100
60.0,50.0,60.0,50.0,40.0,100.0,130
50.0,60.0,50.0,40.0,100.0,130.0,40
60.0,50.0,40.0,100.0,130.0,40.0,40
50.0,40.0,100.0,130.0,40.0,40.0,50
40.0,100.0,130.0,40.0,40.0,50.0,50
100.0,130.0,40.0,40.0,50.0,50.0,50
130.0,40.0,40.0,50.0,50.0,50.0,40
40.0,40.0,50.0,50.0,50.0,40.0,50
40.0,50.0,50.0,50.0,40.0,50.0,40
